Date,Price
2024-01-11,97.0
2024-01-12,97.55
2024-01-15,97.53
2024-01-16,97.73
2024-01-17,97.5
2024-01-18,97.56
2024-01-19,97.61
2024-01-22,97.62
2024-01-23,97.35
2024-01-24,97.38
2024-01-25,97.5
2024-01-26,97.77
2024-01-29,98.02
2024-01-30,97.99
2024-01-31,98.19
2024-02-01,98.2
2024-02-02,97.82
2024-02-05,97.82
2024-02-06,97.93
2024-02-07,97.93
2024-02-08,97.85
2024-02-09,97.32
2024-02-12,97.29
2024-02-13,97.24
2024-02-14,97.46
2024-02-15,97.53
2024-02-16,97.39
2024-02-19,97.22
2024-02-20,97.42
2024-02-21,97.1
2024-02-22,97.0
2024-02-23,97.1
2024-02-26,96.86
2024-02-27,96.97
2024-02-28,97.09
2024-02-29,97.37
2024-03-01,97.23
2024-03-04,97.33
2024-03-05,97.74
2024-03-06,97.77
2024-03-07,97.93
2024-03-08,98.08
2024-03-11,97.98
2024-03-12,97.89
2024-03-13,98.04
2024-03-14,97.86
2024-03-15,97.65
2024-03-18,97.78
2024-03-19,97.83
2024-03-20,97.65
2024-03-21,97.81
2024-03-22,98.26
2024-03-25,98.26
2024-03-26,98.13
2024-03-27,98.03
2024-03-28,97.97
2024-04-02,97.5
2024-04-03,97.28
2024-04-04,97.71
2024-04-05,97.58
2024-04-08,97.49
2024-04-09,97.61
2024-04-10,97.67
2024-04-11,97.6
2024-04-12,98.5
2024-04-15,98.33
2024-04-16,98.25
2024-04-17,98.06
2024-04-18,97.75
2024-04-19,97.66
2024-04-22,97.85
2024-04-23,97.89
2024-04-24,97.41
2024-04-25,97.25
2024-04-26,97.31
2024-04-29,97.61
2024-04-30,97.47
2024-05-02,97.4
2024-05-03,97.54
2024-05-06,97.4
2024-05-07,97.48
2024-05-08,97.35
2024-05-09,97.27
2024-05-10,97.22
2024-05-13,97.26
2024-05-14,97.2
2024-05-15,97.59
2024-05-16,97.5
2024-05-17,97.51
2024-05-20,97.58
2024-05-21,97.54
2024-05-22,97.41
2024-05-23,97.1
2024-05-24,97.04
2024-05-27,97.22
2024-05-28,97.08
2024-05-29,96.82
2024-05-30,97.01
2024-05-31,96.98
2024-06-03,97.07
2024-06-04,97.09
2024-06-05,97.26
2024-06-06,97.12
2024-06-07,96.82
2024-06-10,96.65
2024-06-11,96.81
2024-06-12,97.25
2024-06-13,97.01
2024-06-14,97.09
2024-06-17,96.94
2024-06-18,97.28
