Date,Price
2025-07-11,90.83
2025-07-14,90.89
2025-07-15,90.96
2025-07-16,91.07
2025-07-17,91.11
2025-07-18,91.07
2025-07-21,91.34
2025-07-22,91.45
2025-07-23,91.5
2025-07-24,91.07
2025-07-25,90.94
2025-07-28,91.15
2025-07-29,91.14
2025-07-30,90.98
2025-07-31,91.03
2025-08-01,91.18
2025-08-04,91.34
2025-08-05,91.39
2025-08-06,91.32
2025-08-07,91.35
2025-08-08,91.19
2025-08-11,91.18
2025-08-12,91.01
2025-08-13,91.31
2025-08-14,91.23
2025-08-18,91.01
2025-08-19,91.09
2025-08-20,91.2
2025-08-21,91.02
2025-08-22,91.22
2025-08-25,90.99
2025-08-26,91.16
2025-08-27,91.24
2025-08-28,91.28
2025-08-29,91.19
2025-09-01,91.12
2025-09-02,90.94
2025-09-03,91.14
2025-09-04,91.25
2025-09-05,91.48
2025-09-08,91.55
2025-09-09,91.46
2025-09-10,91.47
2025-09-11,91.41
2025-09-12,91.22
2025-09-15,91.34
2025-09-16,91.35
2025-09-17,91.39
2025-09-18,91.31
2025-09-19,91.26
2025-09-22,91.28
2025-09-23,91.29
2025-09-24,91.32
2025-09-25,91.14
2025-09-26,91.14
2025-09-29,91.33
2025-09-30,91.35
2025-10-01,91.4
2025-10-02,91.46
2025-10-03,91.47
2025-10-06,91.46
2025-10-07,91.49
2025-10-08,91.6
2025-10-09,91.52
2025-10-10,91.7
2025-10-13,91.78
2025-10-14,91.94
2025-10-15,92.09
2025-10-16,92.11
2025-10-17,92.04
2025-10-20,92.01
2025-10-21,92.1
2025-10-22,92.16
2025-10-23,92.01
2025-10-24,91.8
2025-10-27,91.83
2025-10-28,91.86
2025-10-29,91.91
2025-10-30,91.89
2025-10-31,91.93
2025-11-03,91.81
2025-11-04,91.87
2025-11-05,91.78
2025-11-06,91.85
2025-11-07,91.84
2025-11-10,91.87
2025-11-11,91.87
2025-11-12,91.91
2025-11-13,91.78
2025-11-14,91.67
2025-11-17,91.74
2025-11-18,91.78
2025-11-19,91.86
2025-11-20,91.69
2025-11-21,91.84
2025-11-24,91.81
2025-11-25,93.32
2025-11-26,91.84
2025-11-27,91.95
2025-11-28,91.89
2025-12-01,91.78
2025-12-02,91.79
2025-12-03,91.87
2025-12-04,91.76
2025-12-05,91.74
2025-12-08,91.35
2025-12-09,91.5
2025-12-10,91.42
2025-12-11,91.51
2025-12-12,91.37
2025-12-15,91.41
2025-12-16,91.58
2025-12-17,91.54
2025-12-18,91.64
2025-12-19,91.57
2025-12-22,91.54
2025-12-23,91.74
2025-12-29,91.82
2025-12-30,91.67
